Species,ID,Date,Sex,WingSize,L2Length
D_bifasci,BIF1092.TIF,09_Jun_04,M,0.2285569288,0.5145129003
D_bifasci,BIF1093.TIF,09_Jun_04,M,0.2398630523,0.5408696888
D_bifasci,BIF1094.TIF,21_Jun_04,M,0.2404395769,0.5586790051
D_bifasci,BIF1095.TIF,21_Jun_04,M,0.2307540763,0.5272954601
D_bifasci,BIF1098.TIF,21_Jun_04,M,0.2461475887,0.5243416955
D_bifasci,BIF1100.TIF,21_Jun_04,M,0.2499057173,0.5487610025
D_bifasci,BIF1102.TIF,21_Jun_04,M,0.2105773923,0.5187235561
D_bifasci,BIF1104.TIF,21_Jun_04,M,0.2431478453,0.5394215192
D_bifasci,BIF1105.TIF,21_Jun_04,M,0.2425316102,0.5522918544
D_bifasci,BIF1106.TIF,21_Jun_04,M,0.2322553687,0.5117042255
D_bifasci,BIF1107.TIF,21_Jun_04,M,0.2576323754,0.565726106
D_bifasci,BIF1115.TIF,21_Jun_04,M,0.2211643528,0.5174271847
D_bifasci,BIF1117.TIF,21_Jun_04,M,0.2272075449,0.5123226868
D_bifasci,BIF1118.TIF,21_Jun_04,M,0.2250345516,0.5275121897
D_bifasci,BIF1119.TIF,21_Jun_04,M,0.2283100203,0.5268377755
D_bifasci,BIF1120.TIF,21_Jun_04,M,0.2077653154,0.4877642987
D_bifasci,BIF1124.TIF,21_Jun_04,M,0.2260522366,0.52335317159999994
D_bifasci,BIF1126.TIF,21_Jun_04,M,0.2249152961,0.5356178871
D_bifasci,BIF1130.TIF,21_Jun_04,M,0.2328993453,0.5343561549
D_bifasci,BIF1132.TIF,21_Jun_04,M,0.2443208846,0.5640170381
D_bifasci,BIF1133.TIF,21_Jun_04,M,0.2338769734,0.5425722246
D_bifasci,BIF1134.TIF,21_Jun_04,M,0.2489344293,0.5505873659
D_bifasci,BIF1135.TIF,21_Jun_04,M,0.2593631503,0.5593091279
D_bifasci,BIF1138.TIF,21_Jun_04,M,0.2131376666,0.51577533229999994
D_bifasci,BIF1139.TIF,21_Jun_04,M,0.2451525335,0.5392435583
D_bifasci,BIF1141.TIF,21_Jun_04,M,0.2071009919,0.5003423734
D_bifasci,BIF1161.TIF,23_Jun_04,M,0.2073268733,0.5010137643
D_bifasci,BIF1162.TIF,23_Jun_04,M,0.2094540773,0.5100523197
D_bifasci,BIF1163.TIF,23_Jun_04,M,0.2024052058,0.4934660566
D_bifasci,BIF1164.TIF,23_Jun_04,M,0.200210757,0.5146949588
D_bifasci,BIF1165.TIF,23_Jun_04,M,0.2154336111,0.5232341839
D_bifasci,BIF1166.TIF,23_Jun_04,M,0.2373305437,0.5251247445
D_bifasci,BIF1167.TIF,23_Jun_04,M,0.233830726,0.5237124952
D_bifasci,BIF1168.TIF,23_Jun_04,M,0.1796144891,0.4598228526
D_bifasci,BIF1169.TIF,23_Jun_04,M,0.2336950036,0.5288364345
D_bifasci,BIF1170.TIF,23_Jun_04,M,0.247973663,0.554215001
D_bifasci,BIF1171.TIF,23_Jun_04,M,0.2433972475,0.5090068046
D_bifasci,BIF1172.TIF,23_Jun_04,M,0.2398041878,0.530185423
D_bifasci,BIF1173.TIF,23_Jun_04,M,0.2312818265,0.4882572131
D_bifasci,BIF1174.TIF,23_Jun_04,M,0.2465190647,0.5408689693
D_bifasci,BIF1175.TIF,23_Jun_04,M,0.1882061145,0.4781321032
D_bifasci,BIF1176.TIF,23_Jun_04,M,0.2500642215,0.5521411118
D_bifasci,BIF1177.TIF,23_Jun_04,M,0.211342957,0.500888656
D_bifasci,BIF1178.TIF,23_Jun_04,M,0.197505033,0.4826368572
D_bifasci,BIF1179.TIF,23_Jun_04,M,0.216049548,0.524216918
D_bifasci,BIF1180.TIF,23_Jun_04,M,0.2372779468,0.5338685677
D_bifasci,BIF1181.TIF,23_Jun_04,M,0.2525461618,0.5457477379
D_bifasci,BIF1182.TIF,23_Jun_04,M,0.2050635887,0.5035040821
D_bifasci,BIF1183.TIF,23_Jun_04,M,0.246210143,0.5525724986
D_bifasci,BIF1184.TIF,23_Jun_04,M,0.1986060291,0.4921387539
D_bifasci,BIF1186.TIF,23_Jun_04,M,0.2258148908,0.4973463939
D_bifasci,BIF1187.TIF,23_Jun_04,M,0.2429559179,0.5416278974
D_bifasci,BIF1188.TIF,23_Jun_04,M,0.2437658672,0.5576251916
D_bifasci,BIF1189.TIF,23_Jun_04,M,0.2443883181,0.5407724615
D_bifasci,BIF1190.TIF,23_Jun_04,M,0.2527272072,0.5623447834
D_bifasci,BIF1191.TIF,23_Jun_04,M,0.2646133932,0.5778065601
D_bifasci,BIF1192.TIF,23_Jun_04,M,0.2618879591,0.5626594679
D_bifasci,BIF1194.TIF,28_Jul_04,M,0.2341714637,0.5411223904
D_bifasci,BIF1195.TIF,28_Jul_04,M,0.2234998821,0.5155103784
D_bifasci,BIF1200.TIF,28_Jul_04,M,0.2519000276,0.5255500254
D_bifasci,BIF1202.TIF,28_Jul_04,M,0.2261811354,0.514185277
D_bifasci,BIF1204.TIF,28_Jul_04,M,0.2570079938,0.5685473738
D_bifasci,BIF1207.TIF,28_Jul_04,M,0.242044199,0.5245707119
D_bifasci,BIF1208.TIF,28_Jul_04,M,0.2776933487,0.6005646137
D_bifasci,BIF1209.TIF,28_Jul_04,M,0.2220544826,0.5464538856
D_bifasci,BIF1210.TIF,28_Jul_04,M,0.2224061991,0.5140086669
D_bifasci,BIF1211.TIF,04_Aug_04,M,0.2544123264,0.5330184553
D_bifasci,BIF1212.TIF,04_Aug_04,M,0.2572561606,0.5497218874
D_bifasci,BIF1213.TIF,04_Aug_04,M,0.2162431677,0.5030679377
D_busckii,BUS1002.TIF,19_Feb_01,F,0.2987271227,0.6115257046
D_busckii,BUS1003.TIF,19_Feb_01,F,0.3202092135,0.6462477533
D_busckii,BUS1004.TIF,19_Feb_01,F,0.3392242445,0.6704381322
D_busckii,BUS1008.TIF,23_Feb_01,F,0.2316556109,0.5614440259
D_busckii,BUS1009.TIF,23_Feb_01,F,0.2750015542,0.5806403177
D_busckii,BUS1015.TIF,05_Mar_01,F,0.2859957142,0.6031738164
D_busckii,BUS1030.TIF,14_Feb_01,F,0.2390051424,0.5618979817
D_busckii,BUS1031.TIF,14_Feb_01,F,0.2634408915,0.5890420047
D_busckii,BUS1032.TIF,14_Feb_01,F,0.2382597265,0.5752465257
D_busckii,BUS1040.TIF,23_Mar_01,F,0.181356115,0.4903570886
D_busckii,BUS1044.TIF,23_Mar_01,F,0.0917968226,0.4112982126
D_busckii,BUS1045.TIF,23_Mar_01,F,0.1165194266,0.4348559566
D_busckii,BUS1053.TIF,27_Mar_01,F,0.2438935225,0.583904529
D_busckii,BUS1066.TIF,12_Apr_01,F,0.138288317,0.4495338864
D_busckii,BUS1067.TIF,12_Apr_01,F,0.2672281789,0.5713688467
D_busckii,BUS1068.TIF,12_Apr_01,F,0.2965995779,0.6199320262
D_busckii,BUS1069.TIF,12_Apr_01,F,0.2749340021,0.6004640677
D_busckii,BUS1070.TIF,12_Apr_01,F,0.1580364738,0.452992028
D_busckii,BUS1071.TIF,12_Apr_01,F,0.2868571573,0.6174622228
D_busckii,BUS1072.TIF,12_Apr_01,F,0.2578823567,0.5374507552
D_busckii,BUS1073.TIF,12_Apr_01,F,0.2376580737,0.5501992217
D_busckii,BUS1074.TIF,12_Apr_01,F,0.2864017324,0.6011809617
D_busckii,BUS1075.TIF,12_Apr_01,F,0.152628178,0.456463959
D_busckii,BUS1076.TIF,12_Apr_01,F,0.1842687274,0.473784667
D_busckii,BUS1077.TIF,12_Apr_01,F,0.0408433914,0.3220974708
D_busckii,BUS1078.TIF,12_Apr_01,F,0.2742447612,0.5899854997
D_busckii,BUS1079.TIF,12_Apr_01,F,0.124891436,0.4253962629
D_busckii,BUS1080.TIF,12_Apr_01,F,0.349944566,0.6465499206
D_busckii,BUS1081.TIF,12_Apr_01,F,0.3372017424,0.6533260945
D_busckii,BUS1082.TIF,12_Apr_01,F,0.3245595083,0.6411812973
D_busckii,BUS1083.TIF,04_May_01,F,0.1182805323,0.4518096085
D_busckii,BUS1084.TIF,04_May_01,F,0.1098800813,0.4167263732
D_busckii,BUS1085.TIF,04_May_01,F,0.2833480924,0.5909392006
D_busckii,BUS1086.TIF,04_May_01,F,0.2667806243,0.5689804369
D_busckii,BUS1087.TIF,04_May_01,F,0.1791242757,0.4993797428
D_busckii,BUS1088.TIF,04_May_01,F,0.150890706,0.4560275719
D_busckii,BUS1089.TIF,04_May_01,F,0.1755758873,0.5102136539
D_busckii,BUS1090.TIF,04_May_01,F,0.183459348,0.5024118695
D_busckii,BUS1091.TIF,04_May_01,F,0.1952328018,0.4927077034
D_busckii,BUS1092.TIF,04_May_01,F,0.1048271574,0.4201204989
D_busckii,BUS1093.TIF,04_May_01,F,0.0600278511,0.3740089692
D_busckii,BUS1094.TIF,04_May_01,F,0.0396258696,0.3324904949
D_busckii,BUS1095.TIF,04_May_01,F,0.1178806308,0.4195917794
D_busckii,BUS1096.TIF,04_May_01,F,0.1158890847,0.416884268
D_busckii,BUS1097.TIF,04_May_01,F,0.1748150073,0.4960905023
D_busckii,BUS1098.TIF,04_May_01,F,0.1751328204,0.483621673
D_busckii,BUS1099.TIF,04_May_01,F,0.0351437231,0.3291475849
D_busckii,BUS1100.TIF,04_May_01,F,0.0957240185,0.4022775228
D_busckii,BUS1101.TIF,04_May_01,F,0.1263784673,0.4363645913
D_busckii,BUS1102.TIF,04_May_01,F,0.1200633457,0.4432872696
D_busckii,BUS1103.TIF,04_May_01,F,0.0987009743,0.3985501254
D_busckii,BUS1104.TIF,04_May_01,F,0.1197721884,0.4174897653
D_busckii,BUS1105.TIF,04_May_01,F,0.1775172935,0.5027097061
D_busckii,BUS1106.TIF,04_May_01,F,0.1808992257,0.493418523
D_busckii,BUS1000.TIF,02_Feb_01,M,0.2228930911,0.5483821397
D_busckii,BUS1001.TIF,12_Feb_01,M,0.1999945132,0.5128844233
D_busckii,BUS1005.TIF,19_Feb_01,M,0.2841349687,0.600092753
D_busckii,BUS1006.TIF,19_Feb_01,M,0.1665762968,0.4736042343
D_busckii,BUS1007.TIF,19_Feb_01,M,0.2375005389,0.5344039195
D_busckii,BUS1010.TIF,23_Feb_01,M,0.1319221344,0.4256236149
D_busckii,BUS1011.TIF,23_Feb_01,M,0.2540629448,0.574519631
D_busckii,BUS1012.TIF,23_Feb_01,M,0.1718035978,0.4769681884
D_busckii,BUS1013.TIF,23_Feb_01,M,0.2543214307,0.5862952394
D_busckii,BUS1014.TIF,23_Feb_01,M,0.2550087236,0.5926858596
D_busckii,BUS1017.TIF,05_Mar_01,M,0.2475738859,0.5398023927
D_busckii,BUS1018.TIF,05_Mar_01,M,0.3104380648,0.6216119972
D_busckii,BUS1019.TIF,05_Mar_01,M,0.2153713468,0.5103391338
D_busckii,BUS1020.TIF,05_Mar_01,M,0.304964158,0.6260170468
D_busckii,BUS1021.TIF,05_Mar_01,M,0.1558237793,0.4937692999
D_busckii,BUS1022.TIF,05_Mar_01,M,0.1219600138,0.4171548411
D_busckii,BUS1023.TIF,05_Mar_01,M,0.2308962148,0.5387546792
D_busckii,BUS1024.TIF,05_Mar_01,M,0.2770308374,0.5879369583
D_busckii,BUS1025.TIF,05_Mar_01,M,0.1307696525,0.4466808581
D_busckii,BUS1026.TIF,05_Mar_01,M,0.2643509848,0.5639700285
D_busckii,BUS1027.TIF,05_Mar_01,M,0.1920013688,0.5197779107
D_busckii,BUS1028.TIF,05_Mar_01,M,0.2343166256,0.5709157603
D_busckii,BUS1029.TIF,05_Mar_01,M,0.1868120328,0.5037194977
D_busckii,BUS1033.TIF,14_Feb_01,M,0.1799675295,0.5139464821
D_busckii,BUS1034.TIF,14_Feb_01,M,-0.0040140954,0.3139450215
D_busckii,BUS1035.TIF,14_Feb_01,M,0.0861398833,0.4019375423
D_busckii,BUS1036.TIF,14_Feb_01,M,0.0506471747,0.368103721
D_busckii,BUS1037.TIF,23_Mar_01,M,0.1754637514,0.4498846155
D_busckii,BUS1038.TIF,23_Mar_01,M,0.1956895541,0.5186733007
D_busckii,BUS1039.TIF,23_Mar_01,M,0.2427382856,0.5539198378
D_busckii,BUS1042.TIF,23_Mar_01,M,0.2182586343,0.5196705425
D_busckii,BUS1043.TIF,23_Mar_01,M,0.181399909,0.5155401641
D_busckii,BUS1046.TIF,23_Mar_01,M,0.0360632811,0.349057473
D_busckii,BUS1047.TIF,23_Mar_01,M,-0.0056939211,0.3235261015
D_busckii,BUS1048.TIF,23_Mar_01,M,-0.0461354791,0.2874562841
D_busckii,BUS1049.TIF,23_Mar_01,M,0.0482473388,0.3693835044
D_busckii,BUS1050.TIF,23_Mar_01,M,0.0205209388,0.3147491953
D_busckii,BUS1051.TIF,23_Mar_01,M,-0.0807320792,0.244276663
D_busckii,BUS1052.TIF,23_Mar_01,M,0.0297601433,0.3364104939
D_busckii,BUS1054.TIF,27_Mar_01,M,0.1759031733,0.4712087688
D_busckii,BUS1055.TIF,27_Mar_01,M,0.0899964566,0.3922959449
D_busckii,BUS1056.TIF,27_Mar_01,M,0.1073866891,0.39934613
D_busckii,BUS1057.TIF,27_Mar_01,M,0.1230485655,0.4414007726
D_busckii,BUS1058.TIF,27_Mar_01,M,-0.0048168353,0.3018805166
D_busckii,BUS1059.TIF,27_Mar_01,M,0.0450334791,0.3601313267
D_busckii,BUS1060.TIF,27_Mar_01,M,0.1743657798,0.5189319487
D_busckii,BUS1061.TIF,27_Mar_01,M,0.0292408919,0.3364408363
D_busckii,BUS1062.TIF,03_Apr_01,M,0.2490618106,0.5733898705
D_busckii,BUS1063.TIF,03_Apr_01,M,0.1008687695,0.4160807146
D_busckii,BUS1064.TIF,03_Apr_01,M,0.1645009757,0.4835653339
D_busckii,BUS1065.TIF,03_Apr_01,M,0.2130206584,0.5188134254
I_crucige,CRU1000.TIF,10_Jun_02,F,0.7865979151,1.1422826096
I_crucige,CRU1001.TIF,10_Jun_02,F,0.7165704089,1.0687060826
I_crucige,CRU1002.TIF,10_Jun_02,F,0.7195074575,1.0817759083
I_crucige,CRU1003.TIF,10_Jun_02,F,0.6277997772,0.9971618269
I_crucige,CRU1004.TIF,10_Jun_02,F,0.7086247761,1.0762486597
I_crucige,CRU1005.TIF,10_Jun_02,F,0.7401343452,1.1176878843
I_crucige,CRU1006.TIF,10_Jun_02,F,0.6671520329,1.0208290464
I_crucige,CRU1007.TIF,10_Jun_02,F,0.6744477554,1.0502489846
I_crucige,CRU1008.TIF,10_Jun_02,F,0.7015395548,1.0628753972
I_crucige,CRU1009.TIF,10_Jun_02,F,0.694338715,1.040942171
I_crucige,CRU1011.TIF,10_Jun_02,F,0.6770680662,1.0297981739
I_crucige,CRU1018.TIF,10_Jun_02,F,0.6577872087,1.0311836398
I_crucige,CRU1025.TIF,10_Jun_02,F,0.7519749504,1.1163014454
I_crucige,CRU1026.TIF,10_Jun_02,F,0.7501741412,1.1115118319
I_crucige,CRU1035.TIF,20_Jun_02,F,0.6005174458,0.9642687076
I_crucige,CRU1036.TIF,20_Jun_02,F,0.8471911925,1.1851512707
I_crucige,CRU1044.TIF,20_Jun_02,F,0.8540189214,1.2116405936
I_crucige,CRU1045.TIF,20_Jun_02,F,0.8311258663,1.1896775079
I_crucige,CRU1046.TIF,20_Jun_02,F,0.86091964,1.2230015385
I_crucige,CRU1047.TIF,20_Jun_02,F,0.850760516,1.1985705869
I_crucige,CRU1048.TIF,20_Jun_02,F,0.8544142131,1.1938026248
I_crucige,CRU1049.TIF,20_Jun_02,F,0.8867716712,1.237356646
I_crucige,CRU1050.TIF,20_Jun_02,F,0.8390034992,1.2080800167
I_crucige,CRU1051.TIF,20_Jun_02,F,0.8551040399,1.2053371207
I_crucige,CRU1052.TIF,20_Jun_02,F,0.8475691319,1.196920939
I_crucige,CRU1054.TIF,20_Jun_02,F,0.8469872341,1.2121060398
I_crucige,CRU1055.TIF,20_Jun_02,F,0.8438577043,1.19622049
I_crucige,CRU1056.TIF,20_Jun_02,F,0.8443192345,1.201126245
I_crucige,CRU1057.TIF,20_Jun_02,F,0.8487818067,1.1955674475
I_crucige,CRU1058.TIF,20_Jun_02,F,0.8376959279,1.2079459785
I_crucige,CRU1061.TIF,20_Jun_02,F,0.5686183437,0.887850955
I_crucige,CRU1068.TIF,20_Jun_02,F,0.8440424189,1.1870180064
I_crucige,CRU1069.TIF,20_Jun_02,F,0.8434574805,1.194204344
I_crucige,CRU1070.TIF,20_Jun_02,F,0.8410418799,1.1943836489
I_crucige,CRU1071.TIF,20_Jun_02,F,0.8495935244,1.2010199303
I_crucige,CRU1072.TIF,20_Jun_02,F,0.8451426815,1.2062180216
I_crucige,CRU1074.TIF,20_Jun_02,F,0.6251792604,0.9655227919
I_crucige,CRU1076.TIF,20_Jun_02,F,0.6759332325,1.039593822
I_crucige,CRU1080.TIF,20_Jun_02,F,0.8419040679,1.188160595
I_crucige,CRU1081.TIF,20_Jun_02,F,0.8378600159,1.1777275566
I_crucige,CRU1082.TIF,20_Jun_02,F,0.8698415493,1.2070820346
I_crucige,CRU1083.TIF,20_Jun_02,F,0.8311975849,1.1765033306
I_crucige,CRU1089.TIF,09_Jul_02,F,0.5864291848,0.9279515797
I_crucige,CRU1092.TIF,31_Jul_02,F,0.6595742933,1.0355209939
I_crucige,CRU1093.TIF,31_Jul_02,F,0.8718916778,1.2422330698
I_crucige,CRU1098.TIF,30_Aug_02,F,0.8818858688,1.2679042423
I_crucige,CRU1099.TIF,30_Aug_02,F,0.8826006373,1.2313309636
I_crucige,CRU1103.TIF,30_Aug_02,F,0.9051295904,1.2805894261
I_crucige,CRU1105.TIF,30_Aug_02,F,0.9132212612,1.2689097069
I_crucige,CRU1109.TIF,30_Aug_02,F,0.8766686036,1.2731296672
I_crucige,CRU1110.TIF,30_Aug_02,F,0.7702509621,1.1199113768
I_crucige,CRU1111.TIF,30_Aug_02,F,0.8147466299,1.1856663536
I_crucige,CRU1118.TIF,30_Aug_02,F,0.8641930905,1.2329679884
I_crucige,CRU1121.TIF,30_Aug_02,F,0.8774268034,1.2601793104
I_crucige,CRU1122.TIF,30_Aug_02,F,0.8553523334,1.2358443575
I_crucige,CRU1126.TIF,30_Aug_02,F,0.8732726452,1.2523192898
I_crucige,CRU1127.TIF,30_Aug_02,F,0.835102463,1.1974141117
I_crucige,CRU1128.TIF,30_Aug_02,F,0.8918376485,1.267119592
I_crucige,CRU1132.TIF,30_Aug_02,F,0.8306586177,1.1955338937
I_crucige,CRU1133.TIF,30_Aug_02,F,0.8554431808,1.2265296851
I_crucige,CRU1139.TIF,30_Aug_02,F,0.8852774328,1.273225038
I_crucige,CRU1140.TIF,30_Aug_02,F,0.8667751162,1.2504561366
I_crucige,CRU1141.TIF,30_Aug_02,F,0.8838491346,1.2575212312
I_crucige,CRU1144.TIF,23_Oct_02,F,0.8757672348,1.2456749867
I_crucige,CRU1145.TIF,23_Oct_02,F,0.8700107179,1.2507681903
I_crucige,CRU1146.TIF,23_Oct_02,F,0.9026980271,1.2759419189
I_crucige,CRU1147.TIF,23_Oct_02,F,0.9092541569,1.2795656372
I_crucige,CRU1148.TIF,23_Oct_02,F,0.8818791556,1.2447573625
I_crucige,CRU1149.TIF,23_Oct_02,F,0.8890903559,1.2682714375
I_crucige,CRU1150.TIF,23_Oct_02,F,0.8804420064,1.2555487309
I_crucige,CRU1151.TIF,23_Oct_02,F,0.9257585319,1.3148247281
I_crucige,CRU1159.TIF,23_Oct_02,F,0.8164806307,1.1672206114
I_crucige,CRU1164.TIF,25_Oct_02,F,0.6771171193,1.0515277294
I_crucige,CRU1165.TIF,25_Oct_02,F,0.8668194375,1.2514769346
I_crucige,CRU1166.TIF,25_Oct_02,F,0.8969162141,1.2626317479
I_crucige,CRU1167.TIF,25_Oct_02,F,0.6220370975,1.0107455734
I_crucige,CRU1168.TIF,25_Oct_02,F,0.6530735844,1.0194461732
I_crucige,CRU1169.TIF,25_Oct_02,F,0.7018037039,1.0520659463
I_crucige,CRU1170.TIF,25_Oct_02,F,0.7388399148,1.108512924
I_crucige,CRU1171.TIF,25_Oct_02,F,0.6350644804,1.0102505397
I_crucige,CRU1172.TIF,25_Oct_02,F,0.6597871881,1.0161992384
I_crucige,CRU1173.TIF,25_Oct_02,F,0.6426108899,1.0039553326
I_crucige,CRU1182.TIF,25_Oct_02,F,0.8186354175,1.2035616182
I_crucige,CRU1183.TIF,25_Oct_02,F,0.8464420257,1.2090593733
I_crucige,CRU1184.TIF,25_Oct_02,F,0.857696471,1.224509237
I_crucige,CRU1185.TIF,25_Oct_02,F,0.8576186356,1.2481262591
I_crucige,CRU1186.TIF,25_Oct_02,F,0.7930393773,1.159705957
I_crucige,CRU1187.TIF,25_Oct_02,F,0.8119855886,1.17352432
I_crucige,CRU1188.TIF,25_Oct_02,F,0.8771603333,1.2471979079
I_crucige,CRU1189.TIF,25_Oct_02,F,0.6414023609,0.9722169552
I_crucige,CRU1190.TIF,25_Oct_02,F,0.850710673,1.244289181
I_crucige,CRU1191.TIF,01_Nov_02,F,0.73296611,1.1049978789
I_crucige,CRU1194.TIF,01_Nov_02,F,0.6753474997,1.0558319159
I_crucige,CRU1198.TIF,01_Nov_02,F,0.8436822819,1.2009737363
I_crucige,CRU1199.TIF,01_Nov_02,F,0.7135096666,1.0956311321
I_crucige,CRU1200.TIF,01_Nov_02,F,0.8423014147,1.2231107203
I_crucige,CRU1201.TIF,01_Nov_02,F,0.7428983407,1.103846362
I_crucige,CRU1203.TIF,1_Nov_02,F,0.775784698,1.1303158936
I_crucige,CRU1204.TIF,1_Nov_02,F,0.829977254,1.1919052682
I_crucige,CRU1205.TIF,1_Nov_02,F,0.6574718363,1.0093510866
I_crucige,CRU1206.TIF,1_Nov_02,F,0.8513430274,1.2169898534
I_crucige,CRU1207.TIF,04_Nov_02,F,0.707314893,1.0635776414
I_crucige,CRU1208.TIF,04_Nov_02,F,0.7890502154,1.1539720853
I_crucige,CRU1209.TIF,04_Nov_02,F,0.793285724,1.1672225332
I_crucige,CRU1210.TIF,04_Nov_02,F,0.6301929426,0.9975660295
I_crucige,CRU1211.TIF,04_Nov_02,F,0.7957456689,1.1629313615
I_crucige,CRU1212.TIF,04_Nov_02,F,0.7922860256,1.1617984523
I_crucige,CRU1010.TIF,10_Jun_02,M,0.7552046023,1.1203512329
I_crucige,CRU1012.TIF,10_Jun_02,M,0.712351251,1.0909029156
I_crucige,CRU1013.TIF,10_Jun_02,M,0.7039337252,1.072907163
I_crucige,CRU1014.TIF,10_Jun_02,M,0.7201059236,1.0929301466
I_crucige,CRU1015.TIF,10_Jun_02,M,0.7271619354,1.1143444765
I_crucige,CRU1016.TIF,10_Jun_02,M,0.7132127195,1.0916027261
I_crucige,CRU1017.TIF,10_Jun_02,M,0.7530259804,1.1339367018
I_crucige,CRU1020.TIF,10_Jun_02,M,0.6840769233,1.0639740269
I_crucige,CRU1022.TIF,10_Jun_02,M,0.6684744271,1.0503992414
I_crucige,CRU1023.TIF,10_Jun_02,M,0.6542113804,1.0436935097
I_crucige,CRU1024.TIF,10_Jun_02,M,0.6666199067,1.0333119682
I_crucige,CRU1027.TIF,20_Jun_02,M,0.6317251806,1.0072115892
I_crucige,CRU1028.TIF,20_Jun_02,M,0.8522071853,1.2085803674
I_crucige,CRU1029.TIF,20_Jun_02,M,0.6516054965,1.0188024719
I_crucige,CRU1030.TIF,20_Jun_02,M,0.858271263,1.2159660798
I_crucige,CRU1031.TIF,20_Jun_02,M,0.8439724732,1.2094781691
I_crucige,CRU1032.TIF,20_Jun_02,M,0.8406232861,1.2055189694
I_crucige,CRU1033.TIF,20_Jun_02,M,0.8686801542,1.2248441755
I_crucige,CRU1034.TIF,20_Jun_02,M,0.8384474007,1.203724646
I_crucige,CRU1037.TIF,20_Jun_02,M,0.8330085359,1.2001295859
I_crucige,CRU1038.TIF,20_Jun_02,M,0.8367793459,1.1966039025
I_crucige,CRU1039.TIF,20_Jun_02,M,0.8396236349,1.2176543239
I_crucige,CRU1040.TIF,20_Jun_02,M,0.8406389034,1.2239053636
I_crucige,CRU1041.TIF,20_Jun_02,M,0.826801889,1.1851829575
I_crucige,CRU1042.TIF,20_Jun_02,M,0.8686096744,1.2198084727
I_crucige,CRU1043.TIF,20_Jun_02,M,0.8174214497,1.1897181106
I_crucige,CRU1053.TIF,20_Jun_02,M,0.5444973569,0.9187592015
I_crucige,CRU1059.TIF,20_Jun_02,M,0.8112325281,1.1810872742
I_crucige,CRU1060.TIF,20_Jun_02,M,0.8151313654,1.1845735878
I_crucige,CRU1062.TIF,20_Jun_02,M,0.5865799754,0.9532860515
I_crucige,CRU1063.TIF,20_Jun_02,M,0.5092615143,0.8691663586
I_crucige,CRU1064.TIF,20_Jun_02,M,0.6160474221,0.9701762573
I_crucige,CRU1065.TIF,20_Jun_02,M,0.6250337532,0.9727617687
I_crucige,CRU1066.TIF,20_Jun_02,M,0.6516281862,1.0136399991
I_crucige,CRU1067.TIF,20_Jun_02,M,0.6858538006,1.0620269943
I_crucige,CRU1073.TIF,20_Jun_02,M,0.8205579621,1.1965807464
I_crucige,CRU1077.TIF,20_Jun_02,M,0.5994708794,0.9719468816
I_crucige,CRU1078.TIF,20_Jun_02,M,0.6219465841,0.9941458837
I_crucige,CRU1079.TIF,20_Jun_02,M,0.6111904458,0.9798481076
I_crucige,CRU1084.TIF,20_Jun_02,M,0.8239562334,1.1838635811
I_crucige,CRU1085.TIF,20_Jun_02,M,0.8113365416,1.1791043215
I_crucige,CRU1086.TIF,20_Jun_02,M,0.8137948379,1.1795517828
I_crucige,CRU1087.TIF,20_Jun_02,M,0.7829023501,1.1575134213
I_crucige,CRU1088.TIF,09_Jul_02,M,0.5737673788,0.9276040608
I_crucige,CRU1090.TIF,09_Jul_02,M,0.5146198739,0.8723761077
I_crucige,CRU1091.TIF,31_Jul_02,M,0.7157187034,1.0972381075
I_crucige,CRU1094.TIF,31_Jul_02,M,0.7110895806,1.0936229313
I_crucige,CRU1095.TIF,31_Jul_02,M,0.7265406174,1.0950164869
I_crucige,CRU1096.TIF,31_Jul_02,M,0.793155484,1.186731011
I_crucige,CRU1097.TIF,31_Jul_02,M,0.7847312784,1.1851840418
I_crucige,CRU1100.TIF,30_Aug_02,M,0.8848671052,1.2873066733
I_crucige,CRU1101.TIF,30_Aug_02,M,0.8081269499,1.1789209609
I_crucige,CRU1102.TIF,30_Aug_02,M,0.7809175609,1.154908494
I_crucige,CRU1104.TIF,30_Aug_02,M,0.8909321489,1.2765381712
I_crucige,CRU1106.TIF,30_Aug_02,M,0.8796152666,1.2571314429
I_crucige,CRU1107.TIF,30_Aug_02,M,0.8531104733,1.2322907512
I_crucige,CRU1108.TIF,30_Aug_02,M,0.8412388039,1.2398609786
I_crucige,CRU1112.TIF,30_Aug_02,M,0.874682305,1.2520718054
I_crucige,CRU1113.TIF,30_Aug_02,M,0.8677442524,1.2554259596
I_crucige,CRU1114.TIF,30_Aug_02,M,0.8757422345,1.2466015758
I_crucige,CRU1115.TIF,30_Aug_02,M,0.8807436485,1.2772807786
I_crucige,CRU1116.TIF,30_Aug_02,M,0.789283488,1.1533926949
I_crucige,CRU1117.TIF,30_Aug_02,M,0.8471885007,1.2243622697
I_crucige,CRU1119.TIF,30_Aug_02,M,0.8586406011,1.2531630745
I_crucige,CRU1120.TIF,30_Aug_02,M,0.889016603,1.2804635441
I_crucige,CRU1123.TIF,30_Aug_02,M,0.7983205347,1.1805937466
I_crucige,CRU1125.TIF,30_Aug_02,M,0.880627285,1.2825605932
I_crucige,CRU1129.TIF,30_Aug_02,M,0.874329161,1.2802920553
I_crucige,CRU1130.TIF,30_Aug_02,M,0.8228966563,1.206021942
